Time;ID;UID;Latitude;Longitude;N0_ID;N0_RSSI;N0_distance;N1_ID;N1_RSSI;N1_distance;N2_ID;N2_RSSI;N2_distance;N3_ID;N3_RSSI;N3_distance;N4_ID;N4_RSSI;N4_distance;N5_ID;N5_RSSI;N5_distance;N6_ID;N6_RSSI;N6_distance;N7_ID;N7_RSSI;N7_distance;N8_ID;N8_RSSI;N8_distance;N9_ID;N9_RSSI;N9_distance;N10_ID;N10_RSSI;N10_distance;N11_ID;N11_RSSI;N11_distance;
1525361800;0011;2000000012900f00454e9139;55.850163;12.459171;32;-23;0.002337;33;-12;0.002551;34;-31;0.005040;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361820;0011;2000000012900f00454e9139;55.850163;12.459169;32;-12;0.001976;33;-13;0.001917;34;-40;0.004554;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361840;0011;2000000012900f00454e9139;55.850163;12.459169;32;-16;0.001232;34;-55;0.052333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361860;0011;2000000012900f00454e9139;55.850170;12.459153;33;-18;0.003481;34;-67;0.115294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361880;0011;2000000012900f00454e9139;55.850163;12.459169;34;-70;0.171863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361900;0011;2000000012900f00454e9139;55.850163;12.459167;34;-69;0.218376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361920;0011;2000000012900f00454e9139;55.850170;12.459176;34;-73;0.247965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361940;0011;2000000012900f00454e9139;55.850163;12.459184;34;-72;0.277801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361960;0011;2000000012900f00454e9139;55.850163;12.459182;33;-22;0.001414;34;-72;0.310669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525361980;0011;2000000012900f00454e9139;55.850155;12.459180;33;-15;0.001072;34;-86;0.329127;36;-16;0.000893;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362000;0011;2000000012900f00454e9139;55.850163;12.459186;32;-24;0.001977;33;-15;0.001036;34;-76;0.352701;36;-15;0.002107;;;;;;;;;;;;;;;;;;;;;;;;;
1525362020;0011;2000000012900f00454e9139;55.850163;12.459182;33;-17;0.003252;34;-78;0.374188;36;-15;0.001765;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362040;0011;2000000012900f00454e9139;55.850163;12.459173;33;-25;0.003659;34;-85;0.392546;36;-22;0.003075;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362060;0011;2000000012900f00454e9139;55.850155;12.459171;32;-13;0.000899;33;-26;0.002556;34;-87;0.414295;40;-19;0.002924;;;;;;;;;;;;;;;;;;;;;;;;;
1525362080;0011;2000000012900f00454e9139;55.850155;12.459173;34;-88;0.444549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362100;0011;2000000012900f00454e9139;55.850155;12.459166;34;-93;0.466871;36;-31;0.003787;39;-17;0.001232;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362120;0011;2000000012900f00454e9139;55.850155;12.459171;33;-16;0.001865;34;-92;0.483518;39;-25;0.001865;40;-25;0.003038;;;;;;;;;;;;;;;;;;;;;;;;;
1525362140;0011;2000000012900f00454e9139;55.850155;12.459169;32;-16;0.001131;36;-37;0.003787;39;-23;0.002697;42;-17;0.001131;;;;;;;;;;;;;;;;;;;;;;;;;
1525362160;0011;2000000012900f00454e9139;55.850163;12.459169;36;-30;0.002798;39;-19;0.001131;42;-28;0.001819;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362180;0011;2000000012900f00454e9139;55.850163;12.459167;36;-18;0.003274;39;-27;0.001250;42;-18;0.001977;48;-42;0.019406;69;-25;0.002785;;;;;;;;;;;;;;;;;;;;;;
1525362200;0011;2000000012900f00454e9139;55.850163;12.459169;36;-28;0.003274;39;-24;0.001511;42;-23;0.001905;50;-13;0.002039;;;;;;;;;;;;;;;;;;;;;;;;;
1525362220;0011;2000000012900f00454e9139;55.850163;12.459166;36;-31;0.002472;39;-24;0.002297;42;-13;0.001786;69;-12;0.001765;;;;;;;;;;;;;;;;;;;;;;;;;
1525362240;0011;2000000012900f00454e9139;55.850163;12.459171;39;-27;0.002810;42;-24;0.001905;50;-28;0.000893;65;-35;0.001148;;;;;;;;;;;;;;;;;;;;;;;;;
1525362260;0011;2000000012900f00454e9139;55.850155;12.459186;32;-31;0.000595;39;-62;0.012886;42;-49;0.011477;49;-18;0.000476;50;-49;0.011461;64;-43;0.006190;;;;;;;;;;;;;;;;;;;
1525362280;0011;2000000012900f00454e9139;55.850155;12.459182;32;-27;0.001012;39;-78;0.039376;42;-75;0.038967;49;-35;0.001865;50;-55;0.037292;64;-61;0.028743;;;;;;;;;;;;;;;;;;;
1525362300;0011;2000000012900f00454e9139;55.850155;12.459182;32;-15;0.001321;39;-88;0.068399;50;-68;0.058615;53;-13;0.002297;64;-70;0.052971;;;;;;;;;;;;;;;;;;;;;;
1525362320;0011;2000000012900f00454e9139;55.850147;12.459198;32;-29;0.003582;39;-86;0.097775;50;-78;0.085151;64;-68;0.081951;;;;;;;;;;;;;;;;;;;;;;;;;
1525362340;0011;2000000012900f00454e9139;55.850155;12.459180;32;-16;0.002560;39;-78;0.126275;50;-86;0.116973;60;-25;0.000848;64;-75;0.105658;;;;;;;;;;;;;;;;;;;;;;
1525362360;0011;2000000012900f00454e9139;55.850155;12.459153;32;-19;0.001131;39;-90;0.155670;50;-64;0.144307;60;-20;0.001870;64;-72;0.130313;78;-18;0.001321;;;;;;;;;;;;;;;;;;;
1525362380;0011;2000000012900f00454e9139;55.850163;12.459146;39;-51;0.184704;50;-66;0.171632;60;-42;0.002262;64;-60;0.151652;75;-19;0.002753;78;-20;0.001817;;;;;;;;;;;;;;;;;;;
1525362400;0011;2000000012900f00454e9139;55.850163;12.459135;39;-67;0.219420;50;-65;0.197922;60;-31;0.002917;64;-65;0.172453;75;-23;0.003267;;;;;;;;;;;;;;;;;;;;;;
1525362420;0011;2000000012900f00454e9139;55.850163;12.459133;39;-82;0.249319;50;-70;0.194359;53;-13;0.003834;60;-30;0.003155;64;-61;0.193119;75;-16;0.003498;;;;;;;;;;;;;;;;;;;
1525362440;0011;2000000012900f00454e9139;55.850155;12.459128;39;-72;0.248754;50;-78;0.215738;60;-30;0.003572;64;-65;0.214289;75;-22;0.003847;;;;;;;;;;;;;;;;;;;;;;
1525362460;0011;2000000012900f00454e9139;55.850155;12.459139;39;-68;0.248219;50;-62;0.236151;60;-18;0.001548;64;-64;0.235990;75;-20;0.001779;;;;;;;;;;;;;;;;;;;;;;
1525362480;0011;2000000012900f00454e9139;55.850155;12.459149;39;-65;0.250923;49;-67;0.256004;50;-68;0.246394;60;-36;0.000848;64;-67;0.245035;75;-17;0.000857;;;;;;;;;;;;;;;;;;;
1525362500;0011;2000000012900f00454e9139;55.850147;12.459149;32;-15;0.000000;39;-67;0.253932;50;-62;0.251426;53;-25;0.002739;64;-67;0.251815;75;-30;0.001321;;;;;;;;;;;;;;;;;;;
1525362520;0011;2000000012900f00454e9139;55.850147;12.459143;32;-13;0.000298;39;-63;0.251371;50;-73;0.252825;53;-14;0.002628;64;-59;0.256903;75;-32;0.000899;;;;;;;;;;;;;;;;;;;
1525362540;0011;2000000012900f00454e9139;55.850155;12.459155;32;-18;0.001036;39;-70;0.252172;50;-56;0.253967;53;-24;0.000881;64;-73;0.257805;75;-33;0.001865;;;;;;;;;;;;;;;;;;;
1525362560;0011;2000000012900f00454e9139;55.850155;12.459147;32;-21;0.000238;39;-57;0.254103;50;-64;0.254052;53;-19;0.000945;64;-63;0.255470;75;-15;0.006534;;;;;;;;;;;;;;;;;;;
1525362580;0011;2000000012900f00454e9139;55.850155;12.459151;32;-14;0.000881;39;-67;0.256725;50;-65;0.254679;53;-14;0.002551;64;-71;0.255049;75;-32;0.039193;;;;;;;;;;;;;;;;;;;
1525362600;0011;2000000012900f00454e9139;55.850155;12.459146;39;-59;0.254774;50;-68;0.256208;53;-30;0.002697;64;-59;0.256208;75;-54;0.116221;;;;;;;;;;;;;;;;;;;;;;
1525362620;0011;2000000012900f00454e9139;55.850147;12.459141;39;-81;0.250850;50;-73;0.254962;53;-25;0.003794;64;-69;0.256295;75;-68;0.199529;;;;;;;;;;;;;;;;;;;;;;
1525362640;0011;2000000012900f00454e9139;55.850147;12.459126;32;-16;0.001870;39;-68;0.253424;50;-74;0.259799;53;-32;0.004054;64;-71;0.252851;75;-86;0.242513;;;;;;;;;;;;;;;;;;;
1525362660;0011;2000000012900f00454e9139;55.850140;12.459135;32;-27;0.001917;39;-63;0.252475;50;-65;0.260843;53;-28;0.004398;64;-60;0.252000;75;-71;0.246201;;;;;;;;;;;;;;;;;;;
1525362680;0011;2000000012900f00454e9139;55.850140;12.459149;32;-15;0.001701;39;-63;0.255666;50;-75;0.261852;53;-34;0.004100;64;-62;0.252475;75;-68;0.248810;;;;;;;;;;;;;;;;;;;
1525362700;0011;2000000012900f00454e9139;55.850147;12.459155;32;-22;0.000848;39;-64;0.250598;50;-62;0.259080;53;-18;0.001713;64;-65;0.251606;75;-66;0.256337;;;;;;;;;;;;;;;;;;;
1525362720;0011;2000000012900f00454e9139;55.850147;12.459155;32;-14;0.001003;39;-67;0.252768;50;-57;0.255402;53;-18;0.001414;64;-63;0.250991;75;-67;0.257046;;;;;;;;;;;;;;;;;;;
1525362740;0011;2000000012900f00454e9139;55.850147;12.459155;32;-14;0.001036;39;-77;0.255683;50;-73;0.253780;53;-12;0.000655;64;-64;0.251505;75;-73;0.266516;;;;;;;;;;;;;;;;;;;
1525362760;0011;2000000012900f00454e9139;55.850155;12.459162;32;-20;0.003289;39;-70;0.255199;50;-66;0.252528;53;-13;0.002143;64;-68;0.251075;75;-73;0.267927;;;;;;;;;;;;;;;;;;;
1525362780;0011;2000000012900f00454e9139;55.850147;12.459164;32;-20;0.001072;39;-62;0.254560;50;-55;0.251416;64;-65;0.251221;75;-66;0.268148;;;;;;;;;;;;;;;;;;;;;;
1525362800;0011;2000000012900f00454e9139;55.850147;12.459166;39;-71;0.255027;50;-67;0.255406;53;-18;0.000774;64;-56;0.253301;75;-60;0.268921;;;;;;;;;;;;;;;;;;;;;;
1525362820;0011;2000000012900f00454e9139;55.850147;12.459157;39;-72;0.253979;50;-68;0.252499;53;-28;0.008447;64;-62;0.253407;75;-56;0.264100;;;;;;;;;;;;;;;;;;;;;;
1525362840;0011;2000000012900f00454e9139;55.850155;12.459164;39;-60;0.254051;50;-47;0.253420;53;-71;0.063875;64;-58;0.254684;75;-70;0.285974;;;;;;;;;;;;;;;;;;;;;;
1525362860;0011;2000000012900f00454e9139;55.850155;12.459159;39;-62;0.254638;50;-50;0.253593;53;-69;0.123178;64;-47;0.254425;75;-72;0.319110;;;;;;;;;;;;;;;;;;;;;;
1525362880;0011;2000000012900f00454e9139;55.850155;12.459166;32;-13;0.000238;39;-77;0.255131;50;-73;0.253593;53;-72;0.177023;64;-73;0.255314;75;-88;0.361490;;;;;;;;;;;;;;;;;;;
1525362900;0011;2000000012900f00454e9139;55.850163;12.459167;39;-72;0.254327;50;-64;0.249095;53;-80;0.222375;64;-71;0.255990;75;-77;0.387260;;;;;;;;;;;;;;;;;;;;;;
1525362920;0011;2000000012900f00454e9139;55.850163;12.459167;39;-77;0.255575;50;-74;0.252872;53;-79;0.251932;64;-73;0.253560;75;-81;0.388138;;;;;;;;;;;;;;;;;;;;;;
1525362940;0011;2000000012900f00454e9139;55.850163;12.459167;39;-82;0.255648;50;-63;0.252383;53;-89;0.282226;64;-84;0.252212;75;-84;0.375701;82;-50;0.016055;;;;;;;;;;;;;;;;;;;
1525362960;0011;2000000012900f00454e9139;55.850163;12.459171;39;-77;0.254684;50;-85;0.253628;53;-85;0.319031;64;-69;0.253780;75;-82;0.390105;82;-72;0.049018;;;;;;;;;;;;;;;;;;;
1525362980;0011;2000000012900f00454e9139;55.850163;12.459169;39;-72;0.254965;50;-66;0.259757;53;-85;0.338755;64;-72;0.256340;75;-93;0.414641;82;-78;0.113334;;;;;;;;;;;;;;;;;;;
1525363000;0011;2000000012900f00454e9139;55.850163;12.459167;39;-79;0.256545;50;-70;0.257905;53;-80;0.338156;64;-77;0.254374;82;-79;0.051749;;;;;;;;;;;;;;;;;;;;;;
1525363020;0011;2000000012900f00454e9139;55.850155;12.459171;39;-69;0.258827;50;-72;0.256624;53;-86;0.323708;64;-71;0.252653;82;-27;0.006625;;;;;;;;;;;;;;;;;;;;;;
1525363040;0011;2000000012900f00454e9139;55.850155;12.459171;39;-59;0.270665;50;-90;0.257277;53;-87;0.329038;64;-70;0.254086;82;-68;0.091602;;;;;;;;;;;;;;;;;;;;;;
1525363060;0011;2000000012900f00454e9139;55.850155;12.459171;39;-84;0.289939;50;-66;0.257626;53;-87;0.351645;64;-68;0.257254;82;-83;0.174882;;;;;;;;;;;;;;;;;;;;;;
1525363080;0011;2000000012900f00454e9139;55.850155;12.459173;39;-91;0.327382;50;-65;0.257982;53;-90;0.379992;64;-69;0.257156;82;-72;0.244300;;;;;;;;;;;;;;;;;;;;;;
1525363100;0011;2000000012900f00454e9139;55.850155;12.459173;39;-89;0.372672;50;-72;0.258333;64;-68;0.258204;82;-78;0.281344;;;;;;;;;;;;;;;;;;;;;;;;;
1525363120;0011;2000000012900f00454e9139;55.850163;12.459166;39;-88;0.412852;50;-67;0.261099;64;-79;0.261836;65;-70;0.257083;82;-78;0.314713;;;;;;;;;;;;;;;;;;;;;;
1525363140;0011;2000000012900f00454e9139;55.850163;12.459164;39;-95;0.462986;50;-69;0.261382;64;-63;0.260463;65;-89;0.249483;82;-88;0.330266;;;;;;;;;;;;;;;;;;;;;;
1525363160;0011;2000000012900f00454e9139;55.850155;12.459157;32;-14;0.001109;50;-78;0.276732;64;-73;0.272106;65;-69;0.251080;82;-79;0.330367;;;;;;;;;;;;;;;;;;;;;;
1525363180;0011;2000000012900f00454e9139;55.850155;12.459159;50;-73;0.289152;64;-69;0.291860;65;-72;0.246336;82;-88;0.356554;;;;;;;;;;;;;;;;;;;;;;;;;
1525363200;0011;2000000012900f00454e9139;55.850155;12.459159;50;-77;0.306899;64;-78;0.305343;82;-84;0.385396;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363220;0011;2000000012900f00454e9139;55.850155;12.459162;50;-85;0.324160;64;-81;0.321687;82;-90;0.413490;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363240;0011;2000000012900f00454e9139;55.850163;12.459164;50;-84;0.336246;64;-83;0.333500;81;-87;0.488849;82;-89;0.435127;;;;;;;;;;;;;;;;;;;;;;;;;
1525363260;0011;2000000012900f00454e9139;55.850163;12.459164;50;-84;0.340408;64;-82;0.340691;82;-87;0.454985;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363280;0011;2000000012900f00454e9139;55.850163;12.459167;50;-76;0.342806;64;-90;0.345907;82;-86;0.468327;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363300;0011;2000000012900f00454e9139;55.850163;12.459164;50;-81;0.351685;64;-78;0.350963;82;-97;0.460751;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363320;0011;2000000012900f00454e9139;55.850170;12.459164;50;-83;0.357635;64;-76;0.356413;82;-84;0.451429;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363340;0011;2000000012900f00454e9139;55.850170;12.459159;50;-83;0.363096;64;-82;0.361794;82;-90;0.468119;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363360;0011;2000000012900f00454e9139;55.850170;12.459164;32;-42;0.008883;50;-80;0.361715;64;-91;0.361969;81;-85;0.477049;82;-90;0.496313;;;;;;;;;;;;;;;;;;;;;;
1525363380;0011;2000000012900f00454e9139;55.850170;12.459167;50;-84;0.362234;64;-86;0.360882;81;-80;0.484295;82;-91;0.526517;;;;;;;;;;;;;;;;;;;;;;;;;
1525363400;0011;2000000012900f00454e9139;55.850170;12.459169;32;-30;0.003481;50;-84;0.374219;64;-84;0.373421;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363420;0011;2000000012900f00454e9139;55.850170;12.459166;32;-15;0.004275;50;-84;0.389602;64;-85;0.388180;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363440;0011;2000000012900f00454e9139;55.850170;12.459167;32;-16;0.004312;50;-85;0.398136;64;-78;0.399665;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363460;0011;2000000012900f00454e9139;55.850170;12.459167;32;-13;0.003509;50;-89;0.413020;64;-83;0.412537;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363480;0011;2000000012900f00454e9139;55.850163;12.459173;32;-34;0.006043;50;-82;0.426629;64;-73;0.422827;81;-90;0.520593;;;;;;;;;;;;;;;;;;;;;;;;;
1525363500;0011;2000000012900f00454e9139;55.850163;12.459169;50;-90;0.431104;64;-94;0.426456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363520;0011;2000000012900f00454e9139;55.850155;12.459173;50;-90;0.432001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363540;0011;2000000012900f00454e9139;55.850140;12.459178;84;-30;0.005248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363560;0011;2000000012900f00454e9139;55.850147;12.459178;84;-37;0.005663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363580;0011;2000000012900f00454e9139;55.850147;12.459178;84;-31;0.005677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363600;0011;2000000012900f00454e9139;55.850155;12.459180;44;-89;0.337196;84;-33;0.005961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363620;0011;2000000012900f00454e9139;55.850155;12.459178;44;-86;0.334576;84;-30;0.006694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363640;0011;2000000012900f00454e9139;55.850155;12.459178;32;-14;0.000920;44;-92;0.328101;84;-30;0.007192;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363660;0011;2000000012900f00454e9139;55.850155;12.459180;84;-30;0.006305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363680;0011;2000000012900f00454e9139;55.850163;12.459178;32;-13;0.002679;84;-29;0.006915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363700;0011;2000000012900f00454e9139;55.850163;12.459171;32;-23;0.001414;84;-30;0.006859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363720;0011;2000000012900f00454e9139;55.850163;12.459164;32;-30;0.000899;84;-35;0.007304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363740;0011;2000000012900f00454e9139;55.850155;12.459164;32;-19;0.000417;84;-34;0.007053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363760;0011;2000000012900f00454e9139;55.850163;12.459164;32;-19;0.000945;84;-31;0.007192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363780;0011;2000000012900f00454e9139;55.850155;12.459169;32;-13;0.000881;84;-28;0.006937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363800;0011;2000000012900f00454e9139;55.850163;12.459166;32;-22;0.002697;84;-32;0.007639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363820;0011;2000000012900f00454e9139;55.850163;12.459162;32;-13;0.001072;84;-25;0.007516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363840;0011;2000000012900f00454e9139;55.850155;12.459171;32;-13;0.001414;69;-83;0.249200;84;-31;0.007342;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363860;0011;2000000012900f00454e9139;55.850155;12.459173;32;-17;0.001713;69;-84;0.247687;84;-32;0.007194;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363880;0011;2000000012900f00454e9139;55.850155;12.459178;32;-15;0.001560;69;-88;0.249348;84;-33;0.007253;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363900;0011;2000000012900f00454e9139;55.850155;12.459178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363920;0011;2000000012900f00454e9139;55.850163;12.459169;32;-20;0.002107;69;-85;0.250090;84;-37;0.008430;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363940;0011;2000000012900f00454e9139;55.850163;12.459176;32;-15;0.001865;84;-29;0.007516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363960;0011;2000000012900f00454e9139;55.850155;12.459180;32;-22;0.000881;84;-31;0.006544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363980;0011;2000000012900f00454e9139;55.850155;12.459184;32;-17;0.001976;84;-31;0.006370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364000;0011;2000000012900f00454e9139;55.850155;12.459188;32;-17;0.001817;44;-83;0.343876;84;-28;0.005777;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364020;0011;2000000012900f00454e9139;55.850163;12.459189;32;-19;0.004776;44;-92;0.343186;84;-31;0.005931;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364040;0011;2000000012900f00454e9139;55.850170;12.459188;32;-37;0.005191;44;-87;0.342135;84;-23;0.006342;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364060;0011;2000000012900f00454e9139;55.850163;12.459196;32;-34;0.004019;84;-18;0.005596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364080;0011;2000000012900f00454e9139;55.850163;12.459189;32;-26;0.004078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364100;0011;2000000012900f00454e9139;55.850178;12.459178;32;-30;0.006694;50;-89;0.522008;64;-84;0.519964;84;-13;0.007852;;;;;;;;;;;;;;;;;;;;;;;;;
1525364120;0011;2000000012900f00454e9139;55.850185;12.459173;32;-36;0.007502;50;-87;0.526569;64;-89;0.524886;84;-24;0.008771;;;;;;;;;;;;;;;;;;;;;;;;;
1525364140;0011;2000000012900f00454e9139;55.850185;12.459173;32;-19;0.005946;50;-91;0.531756;64;-93;0.527374;84;-29;0.008579;;;;;;;;;;;;;;;;;;;;;;;;;
1525364160;0011;2000000012900f00454e9139;55.850178;12.459171;50;-83;0.532287;64;-86;0.527557;84;-29;0.008531;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364180;0011;2000000012900f00454e9139;55.850178;12.459167;48;-93;0.503358;50;-89;0.526908;64;-85;0.529167;84;-26;0.008869;;;;;;;;;;;;;;;;;;;;;;;;;
1525364200;0011;2000000012900f00454e9139;55.850178;12.459164;48;-89;0.481486;50;-88;0.535027;64;-90;0.529044;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364220;0011;2000000012900f00454e9139;55.850170;12.459169;37;-87;0.486155;48;-90;0.465417;50;-91;0.538467;64;-93;0.531791;84;-27;0.009309;;;;;;;;;;;;;;;;;;;;;;
1525364240;0011;2000000012900f00454e9139;55.850178;12.459173;32;-12;0.003652;37;-85;0.473988;48;-94;0.460532;50;-91;0.543592;64;-94;0.535779;;;;;;;;;;;;;;;;;;;;;;
1525364260;0011;2000000012900f00454e9139;55.850170;12.459188;37;-91;0.471895;39;-89;0.483272;48;-91;0.436484;50;-87;0.552326;64;-93;0.548793;;;;;;;;;;;;;;;;;;;;;;
1525364280;0011;2000000012900f00454e9139;55.850170;12.459182;39;-93;0.480374;48;-90;0.430929;50;-91;0.568147;64;-87;0.562189;;;;;;;;;;;;;;;;;;;;;;;;;
1525364300;0011;2000000012900f00454e9139;55.850163;12.459180;39;-91;0.481027;48;-86;0.430974;50;-88;0.584398;64;-91;0.583853;;;;;;;;;;;;;;;;;;;;;;;;;
1525364320;0011;2000000012900f00454e9139;55.850163;12.459178;32;-128;0.002360;39;-88;0.490336;48;-85;0.411764;50;-89;0.600559;64;-92;0.592176;69;-85;0.247574;;;;;;;;;;;;;;;;;;;
1525364340;0011;2000000012900f00454e9139;55.850163;12.459180;39;-89;0.493845;48;-82;0.385607;50;-91;0.612107;64;-95;0.607039;69;-79;0.233314;;;;;;;;;;;;;;;;;;;;;;
1525364360;0011;2000000012900f00454e9139;55.850163;12.459180;39;-89;0.485376;50;-93;0.612641;64;-92;0.616540;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364380;0011;2000000012900f00454e9139;55.850163;12.459169;36;-81;0.398645;39;-80;0.456414;50;-89;0.611948;64;-93;0.626371;;;;;;;;;;;;;;;;;;;;;;;;;
1525364400;0011;2000000012900f00454e9139;55.850170;12.459169;39;-77;0.405311;48;-67;0.315520;50;-91;0.608340;64;-86;0.629090;;;;;;;;;;;;;;;;;;;;;;;;;
1525364420;0011;2000000012900f00454e9139;55.850170;12.459173;39;-79;0.362814;42;-89;0.493106;48;-73;0.282263;50;-91;0.619919;;;;;;;;;;;;;;;;;;;;;;;;;
1525364440;0011;2000000012900f00454e9139;55.850170;12.459178;32;-17;0.003903;39;-69;0.309231;42;-81;0.448202;48;-66;0.193664;50;-90;0.633459;;;;;;;;;;;;;;;;;;;;;;
1525364460;0011;2000000012900f00454e9139;55.850170;12.459169;32;-15;0.003572;39;-73;0.289016;42;-84;0.418142;48;-67;0.116170;50;-88;0.650819;;;;;;;;;;;;;;;;;;;;;;
1525364480;0011;2000000012900f00454e9139;55.850155;12.459178;37;-64;0.250795;39;-68;0.258074;42;-95;0.376945;50;-91;0.666116;;;;;;;;;;;;;;;;;;;;;;;;;
1525364500;0011;2000000012900f00454e9139;55.850163;12.459173;37;-86;0.198510;39;-77;0.198605;42;-74;0.342834;50;-95;0.676501;;;;;;;;;;;;;;;;;;;;;;;;;
1525364520;0011;2000000012900f00454e9139;55.850163;12.459186;32;-25;0.002378;37;-69;0.147919;39;-71;0.145137;42;-66;0.304507;;;;;;;;;;;;;;;;;;;;;;;;;
1525364540;0011;2000000012900f00454e9139;55.850155;12.459189;32;-13;0.002500;39;-65;0.099161;42;-79;0.261513;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364560;0011;2000000012900f00454e9139;55.850163;12.459192;32;-13;0.002250;39;-69;0.066900;42;-74;0.254609;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364580;0011;2000000012900f00454e9139;55.850163;12.459208;36;-77;0.241958;39;-62;0.034737;42;-79;0.249625;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364600;0011;2000000012900f00454e9139;55.850170;12.459200;32;-25;0.004475;36;-79;0.242254;39;-30;0.003572;42;-71;0.246984;;;;;;;;;;;;;;;;;;;;;;;;;
1525364620;0011;2000000012900f00454e9139;55.850163;12.459192;36;-77;0.244151;42;-74;0.246359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364640;0011;2000000012900f00454e9139;55.850155;12.459192;36;-78;0.244636;42;-72;0.245400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364660;0011;2000000012900f00454e9139;55.850155;12.459189;36;-88;0.244255;42;-72;0.244527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364680;0011;2000000012900f00454e9139;55.850155;12.459188;32;-19;0.002085;42;-78;0.246754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364700;0011;2000000012900f00454e9139;55.850155;12.459189;32;-17;0.003688;42;-72;0.245752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364720;0011;2000000012900f00454e9139;55.850155;12.459189;42;-75;0.245443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
