Time;ID;UID;Latitude;Longitude;N0_ID;N0_RSSI;N0_distance;N1_ID;N1_RSSI;N1_distance;N2_ID;N2_RSSI;N2_distance;N3_ID;N3_RSSI;N3_distance;N4_ID;N4_RSSI;N4_distance;N5_ID;N5_RSSI;N5_distance;N6_ID;N6_RSSI;N6_distance;N7_ID;N7_RSSI;N7_distance;N8_ID;N8_RSSI;N8_distance;N9_ID;N9_RSSI;N9_distance;N10_ID;N10_RSSI;N10_distance;N11_ID;N11_RSSI;N11_distance;
1525366000;0024;4500000003505d00454e6037;55.850227;12.461126;32;-59;0.122722;47;-25;0.012235;50;-67;0.131117;65;-69;0.124945;69;-83;0.123309;;;;;;;;;;;;;;;;;;;;;;
1525366020;0024;4500000003505d00454e6037;55.850170;12.460704;32;-61;0.096142;40;-128;0.003873;47;-48;0.028420;50;-67;0.138147;65;-65;0.097723;69;-67;0.096797;;;;;;;;;;;;;;;;;;;
1525366040;0024;4500000003505d00454e6037;55.850113;12.460241;32;-40;0.067548;47;-41;0.023225;50;-62;0.146140;65;-64;0.068431;69;-83;0.067963;;;;;;;;;;;;;;;;;;;;;;
1525366060;0024;4500000003505d00454e6037;55.850121;12.459808;32;-38;0.039995;47;-31;0.031187;50;-63;0.147191;65;-42;0.041273;69;-59;0.040718;;;;;;;;;;;;;;;;;;;;;;
1525366080;0024;4500000003505d00454e6037;55.850098;12.459332;32;-40;0.011632;47;-43;0.013213;50;-65;0.157264;65;-28;0.011937;69;-36;0.012770;80;-31;0.011415;;;;;;;;;;;;;;;;;;;
1525366100;0024;4500000003505d00454e6037;55.850113;12.459139;17;-19;0.003920;50;-44;0.146819;65;-15;0.002161;69;-16;0.003982;80;-25;0.004076;;;;;;;;;;;;;;;;;;;;;;
1525366120;0024;4500000003505d00454e6037;55.850121;12.459157;50;-72;0.120334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366140;0024;4500000003505d00454e6037;55.850121;12.459147;50;-59;0.096208;65;-23;0.000119;69;-25;0.003054;70;-22;0.005351;80;-20;0.002161;;;;;;;;;;;;;;;;;;;;;;
1525366160;0024;4500000003505d00454e6037;55.850140;12.459123;50;-49;0.070326;53;-16;0.002416;65;-16;0.002697;69;-18;0.002262;80;-24;0.000655;;;;;;;;;;;;;;;;;;;;;;
1525366180;0024;4500000003505d00454e6037;55.850155;12.459153;48;-17;0.001667;50;-65;0.043702;60;-27;0.001232;69;-20;0.001701;;;;;;;;;;;;;;;;;;;;;;;;;
1525366200;0024;4500000003505d00454e6037;55.850113;12.459117;50;-40;0.018280;78;-36;0.003806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366220;0024;4500000003505d00454e6037;55.850105;12.459106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366240;0024;4500000003505d00454e6037;55.850105;12.459106;32;-17;0.003478;69;-18;0.006376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366260;0024;4500000003505d00454e6037;55.850140;12.459141;32;-56;0.008523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366280;0024;4500000003505d00454e6037;55.850147;12.459153;32;-25;0.002551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366300;0024;4500000003505d00454e6037;55.850140;12.459153;17;-128;0.000238;32;-48;0.008100;60;-24;0.001072;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366320;0024;4500000003505d00454e6037;55.850140;12.459153;32;-16;0.001321;60;-24;0.001072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366340;0024;4500000003505d00454e6037;55.850147;12.459153;32;-25;0.001713;60;-25;0.000476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366360;0024;4500000003505d00454e6037;55.850155;12.459159;32;-12;0.002548;60;-33;0.001109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366380;0024;4500000003505d00454e6037;55.850147;12.459164;60;-26;0.001429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366400;0024;4500000003505d00454e6037;55.850147;12.459167;32;-36;0.007658;60;-37;0.001667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366420;0024;4500000003505d00454e6037;55.850140;12.459166;32;-21;0.002851;60;-22;0.001548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366440;0024;4500000003505d00454e6037;55.850140;12.459164;32;-17;0.001148;33;-128;0.000119;60;-25;0.001870;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366460;0024;4500000003505d00454e6037;55.850140;12.459167;32;-73;0.001003;60;-25;0.001870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366480;0024;4500000003505d00454e6037;55.850147;12.459166;32;-17;0.000848;60;-18;0.001548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366500;0024;4500000003505d00454e6037;55.850147;12.459164;73;-93;0.405027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366520;0024;4500000003505d00454e6037;55.850147;12.459166;32;-17;0.000857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366540;0024;4500000003505d00454e6037;55.850155;12.459167;32;-22;0.001819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366560;0024;4500000003505d00454e6037;55.850155;12.459167;32;-42;0.002297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366580;0024;4500000003505d00454e6037;55.850147;12.459171;32;-40;0.006774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366600;0024;4500000003505d00454e6037;55.850147;12.459173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525366620;0024;4500000003505d00454e6037;55.850140;12.459171;49;-13;0.000881;65;-14;0.001976;69;-14;0.002301;75;-18;0.002337;80;-27;0.002381;81;-23;0.001747;;;;;;;;;;;;;;;;;;;
1525366640;0024;4500000003505d00454e6037;55.850140;12.459173;17;-13;0.001798;32;-19;0.002528;50;-13;0.000357;69;-26;0.001924;75;-18;0.002551;80;-20;0.002262;;;;;;;;;;;;;;;;;;;
1525366660;0024;4500000003505d00454e6037;55.850132;12.459155;32;-13;0.000774;69;-13;0.001321;75;-23;0.002697;80;-17;0.002107;;;;;;;;;;;;;;;;;;;;;;;;;
1525366680;0024;4500000003505d00454e6037;55.850140;12.459178;69;-24;0.002360;70;-25;0.002085;75;-23;0.002551;78;-19;0.002601;80;-21;0.003445;82;-35;0.002810;;;;;;;;;;;;;;;;;;;
1525362060;0025;6a00000003502600454e6037;55.850155;12.459147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362080;0025;6a00000003502600454e6037;55.850132;12.459147;33;-13;0.001250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362100;0025;6a00000003502600454e6037;55.850147;12.459133;17;-18;0.002195;32;-29;0.001786;33;-31;0.002641;36;-24;0.002378;39;-18;0.002039;40;-24;0.000417;;;;;;;;;;;;;;;;;;;
1525362120;0025;6a00000003502600454e6037;55.850163;12.459139;17;-23;0.002195;33;-22;0.002835;40;-24;0.000893;47;-16;0.002107;;;;;;;;;;;;;;;;;;;;;;;;;
1525362140;0025;6a00000003502600454e6037;55.850163;12.459146;33;-25;0.002545;36;-30;0.002203;40;-17;0.001462;44;-24;0.002039;47;-24;0.002697;;;;;;;;;;;;;;;;;;;;;;
1525362160;0025;6a00000003502600454e6037;55.850163;12.459151;32;-15;0.001232;33;-56;0.027800;40;-14;0.000238;47;-18;0.003272;;;;;;;;;;;;;;;;;;;;;;;;;
1525362180;0025;6a00000003502600454e6037;55.850178;12.459135;33;-70;0.080870;36;-22;0.002107;40;-33;0.000238;48;-51;0.021497;69;-17;0.004335;70;-17;0.004145;;;;;;;;;;;;;;;;;;;
1525362200;0025;6a00000003502600454e6037;55.850170;12.459147;33;-72;0.127579;36;-19;0.002085;40;-17;0.001148;48;-70;0.087750;69;-14;0.000848;70;-64;0.005895;;;;;;;;;;;;;;;;;;;
1525362220;0025;6a00000003502600454e6037;55.850170;12.459159;33;-80;0.176010;34;-87;0.488240;40;-24;0.001713;48;-63;0.152618;49;-13;0.001786;70;-68;0.037541;;;;;;;;;;;;;;;;;;;
1525362240;0025;6a00000003502600454e6037;55.850170;12.459159;33;-69;0.215326;34;-100;0.467265;40;-23;0.002195;48;-76;0.215583;70;-67;0.093517;;;;;;;;;;;;;;;;;;;;;;
1525362260;0025;6a00000003502600454e6037;55.850178;12.459462;33;-66;0.228831;34;-77;0.434534;48;-68;0.227042;70;-67;0.116398;73;-74;0.016221;;;;;;;;;;;;;;;;;;;;;;
1525362280;0025;6a00000003502600454e6037;55.850185;12.459851;33;-57;0.206782;34;-83;0.424047;44;-22;0.001131;48;-75;0.227174;70;-56;0.144561;73;-62;0.042104;;;;;;;;;;;;;;;;;;;
1525362300;0025;6a00000003502600454e6037;55.850212;12.460288;33;-57;0.177581;34;-83;0.410977;44;-22;0.000476;48;-74;0.234708;70;-58;0.156673;73;-72;0.069154;;;;;;;;;;;;;;;;;;;
1525362320;0025;6a00000003502600454e6037;55.850292;12.460754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362340;0025;6a00000003502600454e6037;55.850307;12.461228;33;-63;0.163286;34;-86;0.379220;44;-16;0.002660;48;-74;0.199748;70;-71;0.134054;73;-88;0.129662;;;;;;;;;;;;;;;;;;;
1525362360;0025;6a00000003502600454e6037;55.850285;12.461666;33;-77;0.165851;34;-90;0.368705;44;-17;0.002500;48;-93;0.188092;70;-60;0.123914;73;-95;0.156602;;;;;;;;;;;;;;;;;;;
1525362380;0025;6a00000003502600454e6037;55.850277;12.462122;33;-70;0.148826;34;-94;0.364059;44;-34;0.003075;48;-77;0.188439;70;-67;0.124718;73;-78;0.184683;;;;;;;;;;;;;;;;;;;
1525362400;0025;6a00000003502600454e6037;55.850269;12.462687;33;-79;0.136731;44;-30;0.008316;48;-90;0.205384;70;-87;0.109618;73;-80;0.219878;;;;;;;;;;;;;;;;;;;;;;
1525362420;0025;6a00000003502600454e6037;55.850300;12.463079;33;-77;0.120567;44;-19;0.001511;48;-86;0.212956;70;-73;0.103837;73;-81;0.244663;;;;;;;;;;;;;;;;;;;;;;
1525362440;0025;6a00000003502600454e6037;55.850319;12.463088;33;-81;0.125716;44;-17;0.005461;48;-93;0.227207;70;-85;0.112726;73;-84;0.245399;;;;;;;;;;;;;;;;;;;;;;
1525362460;0025;6a00000003502600454e6037;55.850307;12.463124;33;-71;0.141116;40;-30;0.001786;44;-15;0.001734;48;-83;0.237190;70;-72;0.120361;73;-67;0.249410;;;;;;;;;;;;;;;;;;;
1525362480;0025;6a00000003502600454e6037;55.850277;12.463140;33;-77;0.157102;44;-19;0.002890;48;-96;0.254246;70;-78;0.137917;73;-71;0.250302;;;;;;;;;;;;;;;;;;;;;;
1525362500;0025;6a00000003502600454e6037;55.850269;12.463214;33;-89;0.181102;44;-19;0.004242;47;-12;0.007779;70;-85;0.154686;73;-69;0.254267;;;;;;;;;;;;;;;;;;;;;;
1525362520;0025;6a00000003502600454e6037;55.850285;12.463171;33;-89;0.198466;70;-82;0.173273;73;-68;0.252031;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362540;0025;6a00000003502600454e6037;55.850262;12.463216;33;-97;0.203675;48;-93;0.249203;65;-16;0.008138;70;-80;0.188912;73;-66;0.254386;78;-128;0.255203;;;;;;;;;;;;;;;;;;;
1525362560;0025;6a00000003502600454e6037;55.850277;12.463239;33;-82;0.219417;48;-75;0.231529;69;-33;0.005535;70;-79;0.209163;73;-57;0.255784;;;;;;;;;;;;;;;;;;;;;;
1525362580;0025;6a00000003502600454e6037;55.850285;12.463206;33;-91;0.225789;40;-24;0.006534;48;-78;0.215615;70;-85;0.231451;73;-73;0.254931;;;;;;;;;;;;;;;;;;;;;;
1525362600;0025;6a00000003502600454e6037;55.850292;12.463241;33;-94;0.237925;47;-17;0.003903;48;-92;0.209308;70;-88;0.250746;73;-75;0.257542;;;;;;;;;;;;;;;;;;;;;;
1525362620;0025;6a00000003502600454e6037;55.850277;12.463257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362640;0025;6a00000003502600454e6037;55.850319;12.463218;33;-90;0.256388;44;-12;0.000714;70;-92;0.257756;73;-68;0.254916;81;-77;0.255315;;;;;;;;;;;;;;;;;;;;;;
1525362660;0025;6a00000003502600454e6037;55.850277;12.463190;33;-91;0.266235;70;-83;0.250007;73;-58;0.247773;81;-66;0.252543;;;;;;;;;;;;;;;;;;;;;;;;;
1525362680;0025;6a00000003502600454e6037;55.850262;12.463190;33;-88;0.264052;70;-95;0.247396;73;-79;0.223683;81;-77;0.252424;;;;;;;;;;;;;;;;;;;;;;;;;
1525362700;0025;6a00000003502600454e6037;55.850277;12.463216;33;-91;0.256167;40;-22;0.006859;70;-89;0.253761;73;-67;0.185294;81;-74;0.254051;;;;;;;;;;;;;;;;;;;;;;
1525362720;0025;6a00000003502600454e6037;55.850292;12.463218;33;-88;0.254791;40;-30;0.005961;70;-83;0.258161;73;-57;0.132832;81;-73;0.254634;;;;;;;;;;;;;;;;;;;;;;
1525362740;0025;6a00000003502600454e6037;55.850300;12.463277;33;-95;0.274908;40;-22;0.006499;70;-84;0.245301;73;-44;0.082695;81;-75;0.258136;;;;;;;;;;;;;;;;;;;;;;
1525362760;0025;6a00000003502600454e6037;55.850327;12.463244;33;-93;0.288126;40;-14;0.003485;47;-22;0.005834;70;-86;0.227466;73;-53;0.033718;81;-68;0.253890;;;;;;;;;;;;;;;;;;;
1525362780;0025;6a00000003502600454e6037;55.850342;12.463265;33;-92;0.287521;60;-128;0.259642;70;-78;0.203971;73;-40;0.015450;78;-49;0.007236;81;-62;0.202435;;;;;;;;;;;;;;;;;;;
1525362800;0025;6a00000003502600454e6037;55.850319;12.463265;33;-87;0.284299;44;-23;0.003245;70;-90;0.193300;73;-52;0.016154;81;-58;0.140622;84;-75;0.256566;;;;;;;;;;;;;;;;;;;
1525362820;0025;6a00000003502600454e6037;55.850327;12.463237;33;-93;0.274213;70;-81;0.181369;73;-68;0.038604;81;-61;0.079113;84;-85;0.254721;;;;;;;;;;;;;;;;;;;;;;
1525362840;0025;6a00000003502600454e6037;55.850327;12.463174;33;-91;0.266551;44;-19;0.003703;70;-75;0.171386;73;-58;0.057261;81;-31;0.027250;84;-73;0.251039;;;;;;;;;;;;;;;;;;;
1525362860;0025;6a00000003502600454e6037;55.850243;12.463226;33;-85;0.269615;44;-21;0.011192;70;-73;0.164177;73;-67;0.069335;81;-30;0.017562;84;-77;0.254164;;;;;;;;;;;;;;;;;;;
1525362880;0025;6a00000003502600454e6037;55.850292;12.463248;33;-87;0.257359;44;-28;0.007541;70;-77;0.158135;73;-63;0.070369;81;-48;0.006150;84;-82;0.256141;;;;;;;;;;;;;;;;;;;
1525362900;0025;6a00000003502600454e6037;55.850307;12.463307;33;-81;0.232687;44;-27;0.006972;70;-91;0.154633;73;-68;0.077169;81;-60;0.027348;84;-80;0.259399;;;;;;;;;;;;;;;;;;;
1525362920;0025;6a00000003502600454e6037;55.850300;12.463253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525362940;0025;6a00000003502600454e6037;55.850300;12.463309;33;-82;0.211366;44;-39;0.007785;70;-81;0.163194;73;-80;0.110286;81;-70;0.066929;84;-64;0.259993;;;;;;;;;;;;;;;;;;;
1525362960;0025;6a00000003502600454e6037;55.850300;12.463255;33;-91;0.213984;70;-89;0.173260;73;-75;0.125110;81;-74;0.093509;84;-74;0.256725;;;;;;;;;;;;;;;;;;;;;;
1525362980;0025;6a00000003502600454e6037;55.850300;12.463277;33;-90;0.222292;70;-93;0.186214;73;-74;0.140230;81;-83;0.109019;84;-58;0.257319;;;;;;;;;;;;;;;;;;;;;;
1525363000;0025;6a00000003502600454e6037;55.850365;12.463289;65;-21;0.014289;70;-91;0.208991;73;-67;0.134079;81;-78;0.118850;84;-70;0.259583;;;;;;;;;;;;;;;;;;;;;;
1525363020;0025;6a00000003502600454e6037;55.850269;12.463562;44;-44;0.019968;65;-47;0.020251;70;-77;0.199468;73;-76;0.148992;81;-81;0.131749;84;-75;0.274564;;;;;;;;;;;;;;;;;;;
1525363040;0025;6a00000003502600454e6037;55.850170;12.464034;44;-39;0.051373;65;-57;0.047919;70;-79;0.186781;73;-86;0.179468;81;-78;0.155711;84;-75;0.304430;;;;;;;;;;;;;;;;;;;
1525363060;0025;6a00000003502600454e6037;55.850113;12.464718;44;-65;0.065443;70;-79;0.160892;73;-73;0.208637;81;-77;0.184398;84;-83;0.347024;;;;;;;;;;;;;;;;;;;;;;
1525363080;0025;6a00000003502600454e6037;55.850090;12.464876;33;-78;0.183091;44;-61;0.061094;70;-79;0.173346;73;-81;0.218383;81;-86;0.215978;84;-84;0.355162;;;;;;;;;;;;;;;;;;;
1525363100;0025;6a00000003502600454e6037;55.850098;12.465016;33;-70;0.185434;44;-41;0.062715;70;-87;0.194064;73;-79;0.208709;81;-87;0.222258;84;-87;0.363345;;;;;;;;;;;;;;;;;;;
1525363120;0025;6a00000003502600454e6037;55.849953;12.465063;33;-80;0.194940;44;-61;0.075377;70;-83;0.224745;73;-71;0.210068;81;-78;0.243441;84;-82;0.367029;;;;;;;;;;;;;;;;;;;
1525363140;0025;6a00000003502600454e6037;55.849747;12.465155;33;-85;0.208653;44;-65;0.103823;70;-86;0.252873;73;-84;0.221345;81;-89;0.276050;84;-80;0.374476;;;;;;;;;;;;;;;;;;;
1525363160;0025;6a00000003502600454e6037;55.849560;12.465269;33;-94;0.235516;44;-66;0.130479;70;-85;0.280690;73;-80;0.232542;81;-84;0.304702;84;-86;0.385431;;;;;;;;;;;;;;;;;;;
1525363180;0025;6a00000003502600454e6037;55.849350;12.465490;33;-94;0.257331;44;-76;0.172863;70;-87;0.302491;73;-85;0.247355;81;-91;0.322100;84;-79;0.403829;;;;;;;;;;;;;;;;;;;
1525363200;0025;6a00000003502600454e6037;55.849228;12.465802;33;-85;0.268929;44;-66;0.199665;70;-84;0.318778;73;-83;0.254194;81;-78;0.321979;84;-85;0.426433;;;;;;;;;;;;;;;;;;;
1525363220;0025;6a00000003502600454e6037;55.849178;12.466195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363240;0025;6a00000003502600454e6037;55.849163;12.466384;33;-87;0.272507;44;-89;0.244695;70;-90;0.330396;73;-89;0.263050;81;-91;0.313089;84;-92;0.462780;;;;;;;;;;;;;;;;;;;
1525363260;0025;6a00000003502600454e6037;55.849380;12.466510;33;-93;0.250137;44;-88;0.251171;70;-94;0.325617;73;-71;0.252297;81;-77;0.274598;84;-87;0.464813;;;;;;;;;;;;;;;;;;;
1525363280;0025;6a00000003502600454e6037;55.849480;12.466642;33;-88;0.245457;44;-93;0.257201;70;-96;0.333234;73;-87;0.242739;81;-79;0.246080;84;-91;0.470946;;;;;;;;;;;;;;;;;;;
1525363300;0025;6a00000003502600454e6037;55.849625;12.466874;33;-87;0.236461;44;-65;0.220027;70;-85;0.312481;73;-91;0.230823;81;-70;0.206062;84;-91;0.482660;;;;;;;;;;;;;;;;;;;
1525363320;0025;6a00000003502600454e6037;55.849754;12.467084;33;-86;0.238783;44;-70;0.205053;70;-80;0.305370;73;-85;0.241921;81;-73;0.173588;84;-91;0.494298;;;;;;;;;;;;;;;;;;;
1525363340;0025;6a00000003502600454e6037;55.849911;12.467379;33;-73;0.230439;44;-83;0.218722;70;-83;0.314556;73;-74;0.243952;81;-57;0.137558;84;-94;0.510915;;;;;;;;;;;;;;;;;;;
1525363360;0025;6a00000003502600454e6037;55.849998;12.467763;33;-76;0.231519;44;-84;0.239333;70;-89;0.315070;73;-73;0.241459;81;-63;0.110960;84;-91;0.529444;;;;;;;;;;;;;;;;;;;
1525363380;0025;6a00000003502600454e6037;55.850056;12.467983;33;-81;0.232638;44;-78;0.256128;70;-94;0.318106;73;-93;0.224314;81;-59;0.097544;84;-91;0.543486;;;;;;;;;;;;;;;;;;;
1525363400;0025;6a00000003502600454e6037;55.850155;12.468028;33;-73;0.223259;44;-81;0.263142;70;-86;0.350823;73;-62;0.195568;81;-63;0.080607;84;-90;0.546479;;;;;;;;;;;;;;;;;;;
1525363420;0025;6a00000003502600454e6037;55.850155;12.468262;33;-79;0.226089;44;-92;0.282134;70;-93;0.376235;73;-78;0.188154;81;-68;0.091025;84;-90;0.561301;;;;;;;;;;;;;;;;;;;
1525363440;0025;6a00000003502600454e6037;55.850018;12.468680;33;-69;0.236176;44;-90;0.318250;70;-86;0.397131;73;-57;0.203248;81;-65;0.113775;84;-85;0.587568;;;;;;;;;;;;;;;;;;;
1525363460;0025;6a00000003502600454e6037;55.849918;12.468986;33;-74;0.244990;44;-87;0.343246;73;-53;0.185606;81;-57;0.117005;84;-96;0.606859;;;;;;;;;;;;;;;;;;;;;;
1525363480;0025;6a00000003502600454e6037;55.849812;12.469287;33;-88;0.259994;44;-89;0.360720;73;-64;0.174219;81;-65;0.145165;84;-84;0.626355;;;;;;;;;;;;;;;;;;;;;;
1525363500;0025;6a00000003502600454e6037;55.849651;12.469527;33;-93;0.303938;44;-90;0.378940;48;-85;0.360451;73;-48;0.161503;81;-77;0.165000;84;-89;0.643126;;;;;;;;;;;;;;;;;;;
1525363520;0025;6a00000003502600454e6037;55.849453;12.469687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363540;0025;6a00000003502600454e6037;55.849243;12.469735;34;-73;0.165378;48;-76;0.337691;73;-56;0.159397;81;-75;0.196845;84;-92;0.661239;;;;;;;;;;;;;;;;;;;;;;
1525363560;0025;6a00000003502600454e6037;55.848999;12.469820;34;-66;0.183688;40;-78;0.214513;48;-78;0.326346;73;-70;0.169675;81;-81;0.218955;;;;;;;;;;;;;;;;;;;;;;
1525363580;0025;6a00000003502600454e6037;55.848911;12.469831;34;-67;0.195805;48;-87;0.341240;73;-79;0.195935;81;-71;0.234117;;;;;;;;;;;;;;;;;;;;;;;;;
1525363600;0025;6a00000003502600454e6037;55.848877;12.469991;34;-71;0.191447;40;-52;0.148369;48;-83;0.348495;73;-75;0.223560;81;-67;0.240655;;;;;;;;;;;;;;;;;;;;;;
1525363620;0025;6a00000003502600454e6037;55.848919;12.470064;34;-91;0.211258;40;-55;0.103473;48;-95;0.353144;73;-88;0.225402;81;-73;0.248285;;;;;;;;;;;;;;;;;;;;;;
1525363640;0025;6a00000003502600454e6037;55.849300;12.469790;34;-84;0.275962;40;-57;0.047236;48;-92;0.387949;73;-65;0.202227;81;-85;0.226310;;;;;;;;;;;;;;;;;;;;;;
1525363660;0025;6a00000003502600454e6037;55.849575;12.469671;34;-92;0.316406;40;-57;0.033177;48;-94;0.408222;73;-65;0.200149;81;-71;0.203622;;;;;;;;;;;;;;;;;;;;;;
1525363680;0025;6a00000003502600454e6037;55.849869;12.469509;34;-86;0.369676;40;-67;0.063799;48;-95;0.421720;73;-60;0.176678;81;-62;0.183048;;;;;;;;;;;;;;;;;;;;;;
1525363700;0025;6a00000003502600454e6037;55.850155;12.469522;34;-95;0.414448;40;-79;0.097001;48;-91;0.433210;70;-79;0.295310;73;-64;0.130930;81;-57;0.162107;;;;;;;;;;;;;;;;;;;
1525363720;0025;6a00000003502600454e6037;55.850197;12.469448;40;-79;0.118937;70;-85;0.281710;73;-61;0.098496;80;-92;0.413759;81;-64;0.161892;;;;;;;;;;;;;;;;;;;;;;
1525363740;0025;6a00000003502600454e6037;55.850254;12.469519;40;-87;0.126376;70;-82;0.263192;73;-61;0.086507;80;-90;0.417554;81;-62;0.168615;;;;;;;;;;;;;;;;;;;;;;
1525363760;0025;6a00000003502600454e6037;55.850254;12.469484;40;-80;0.130694;70;-85;0.258448;73;-65;0.100954;80;-94;0.416048;81;-65;0.178661;;;;;;;;;;;;;;;;;;;;;;
1525363780;0025;6a00000003502600454e6037;55.850269;12.469251;40;-72;0.146269;70;-86;0.275007;73;-68;0.128899;80;-92;0.400151;81;-68;0.187062;;;;;;;;;;;;;;;;;;;;;;
1525363800;0025;6a00000003502600454e6037;55.850227;12.468951;40;-65;0.160039;70;-85;0.304822;73;-77;0.157009;80;-89;0.382689;81;-69;0.200662;;;;;;;;;;;;;;;;;;;;;;
1525363820;0025;6a00000003502600454e6037;55.850197;12.468687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525363840;0025;6a00000003502600454e6037;55.850185;12.468307;40;-68;0.158621;44;-85;0.280032;70;-89;0.388532;73;-73;0.206280;80;-89;0.341931;81;-67;0.219749;;;;;;;;;;;;;;;;;;;
1525363860;0025;6a00000003502600454e6037;55.850254;12.467906;40;-73;0.167542;44;-89;0.251819;70;-90;0.438235;73;-73;0.216977;80;-86;0.317232;81;-76;0.220590;;;;;;;;;;;;;;;;;;;
1525363880;0025;6a00000003502600454e6037;55.850407;12.467714;40;-81;0.187974;44;-89;0.233228;73;-71;0.208329;80;-89;0.307159;81;-82;0.224742;84;-84;0.526427;;;;;;;;;;;;;;;;;;;
1525363900;0025;6a00000003502600454e6037;55.850578;12.467607;40;-81;0.201498;44;-92;0.221060;73;-73;0.207464;80;-85;0.302022;81;-83;0.229996;84;-85;0.521078;;;;;;;;;;;;;;;;;;;
1525363920;0025;6a00000003502600454e6037;55.850723;12.467429;40;-82;0.209242;44;-82;0.206198;73;-82;0.215917;80;-82;0.290690;81;-82;0.237421;84;-93;0.511670;;;;;;;;;;;;;;;;;;;
1525363940;0025;6a00000003502600454e6037;55.850838;12.467181;44;-78;0.186973;73;-78;0.232553;80;-83;0.276603;81;-83;0.243873;84;-90;0.498307;;;;;;;;;;;;;;;;;;;;;;
1525363960;0025;6a00000003502600454e6037;55.850872;12.467102;44;-76;0.180484;64;-45;0.085650;73;-83;0.237183;81;-78;0.243949;84;-78;0.494621;;;;;;;;;;;;;;;;;;;;;;
1525363980;0025;6a00000003502600454e6037;55.850967;12.467080;44;-78;0.175968;48;-84;0.326627;73;-77;0.235198;81;-74;0.240547;84;-84;0.494840;;;;;;;;;;;;;;;;;;;;;;
1525364000;0025;6a00000003502600454e6037;55.851204;12.466939;39;-82;0.223102;44;-87;0.163204;48;-88;0.320406;73;-86;0.235480;81;-93;0.244744;84;-95;0.492353;;;;;;;;;;;;;;;;;;;
1525364020;0025;6a00000003502600454e6037;55.851376;12.466866;44;-72;0.160508;48;-82;0.306024;73;-79;0.245183;81;-77;0.249956;84;-84;0.493369;;;;;;;;;;;;;;;;;;;;;;
1525364040;0025;6a00000003502600454e6037;55.851612;12.466768;44;-82;0.158995;48;-87;0.295363;73;-79;0.250800;81;-77;0.251483;84;-83;0.495651;;;;;;;;;;;;;;;;;;;;;;
1525364060;0025;6a00000003502600454e6037;55.851894;12.466465;44;-70;0.148440;48;-87;0.305498;73;-91;0.276635;81;-84;0.269388;84;-85;0.487748;;;;;;;;;;;;;;;;;;;;;;
1525364080;0025;6a00000003502600454e6037;55.852066;12.466470;44;-65;0.156383;48;-93;0.306951;73;-89;0.293455;81;-86;0.266777;84;-92;0.495056;;;;;;;;;;;;;;;;;;;;;;
1525364100;0025;6a00000003502600454e6037;55.852196;12.466249;44;-75;0.152554;48;-91;0.323648;73;-93;0.322118;81;-86;0.275871;84;-79;0.491234;;;;;;;;;;;;;;;;;;;;;;
1525364120;0025;6a00000003502600454e6037;55.852272;12.465975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1525364140;0025;6a00000003502600454e6037;55.852261;12.465774;17;-92;0.472206;44;-74;0.133194;48;-89;0.363502;84;-98;0.468735;;;;;;;;;;;;;;;;;;;;;;;;;
